component_name,brand,price,color,type
darkFlash DLM 22,MicroATX Mid Tower,,Black,Case
Cooler Master HAF X,ATX Full Tower,,Black,Case
GAMDIAS ATLAS M1,ATX Mid Tower,92.99,Black,Case
FSP Group CUT593A,ATX Full Tower,104.99,Black,Case
Corsair 4000D,ATX Mid Tower,,White,Case
NZXT H510i,ATX Mid Tower,,Black / Red,Case
Phanteks Enthoo Series Primo Aluminum,ATX Full Tower,229.99,Black,Case
BGears b-Optillusion,ATX Mid Tower,56.99,Black,Case
Antec P20C,ATX Mid Tower,74.99,White,Case
Thermaltake Divider 370 TG Snow ARGB,ATX Mid Tower,99.99,White / Black,Case
Thermaltake Versa H17,MicroATX Mini Tower,,Black,Case
Vetroo AL700,ATX Mid Tower,84.99,White,Case
Apex TX-606-U3,MicroATX Mid Tower,82.75,Black,Case
Fractal Design Meshify 2 Compact White TG Clear Tint,ATX Mid Tower,183.06,White / Black,Case
Cooler Master Silencio S600,ATX Mid Tower,137.68,Black,Case
Phanteks Eclipse P600S,ATX Mid Tower,119.99,Black,Case
DIYPC DIY-S08,ATX Mid Tower,,Gray / Black,Case
Fractal Design Meshify 2,ATX Mid Tower,200.9,Gray,Case
SSUPD Meshlicious,Mini ITX Tower,,White,Case
Thermaltake H200 TG RGB,ATX Mid Tower,,Black,Case
Thermaltake Level 20 MT,ATX Mid Tower,,Black,Case
Phanteks Eclipse P400,ATX Mid Tower,212.49,Black,Case
Cooler Master Storm Stryker,ATX Full Tower,,White / Black,Case
be quiet! Silent Base 802,ATX Mid Tower,164.9,White,Case
Mars Gaming MCM,MicroATX Mini Tower,,Black,Case
Cooler Master HAF 700 EVO,ATX Full Tower,,White,Case
Corsair Carbide Series 110R,ATX Mid Tower,,Black,Case
Phanteks Eclipse P500A,ATX Mid Tower,,Black,Case
Silverstone GD08B,HTPC,210.05,Black,Case
GameMax Contac Turbo COC,ATX Mid Tower,65.99,White / Black,Case
BitFenix Tracery,ATX Mid Tower,79.9,Black,Case
Corsair Obsidian Series 500D Premium,ATX Mid Tower,392.27,Black,Case
Aerocool Shard,ATX Mid Tower,,Black,Case
Deepcool MATREXX 70 ADD-RGB 3F,ATX Mid Tower,,Black,Case
MagniumGear NEO QUBE 2 Infinity Mirror,ATX Mid Tower,99.99,White,Case
HYTE Y60 Hakos Baelz,ATX Mid Tower,280.0,Red / Black,Case
Thermaltake The Tower 300,MicroATX Mini Tower,,Turquoise / Black,Case
Fractal Design Pop Air,ATX Mid Tower,,Green / Black,Case
Corsair iCUE 220T RGB,ATX Mid Tower,109.95,Black,Case
Segotep Phoenix T1,ATX Mid Tower,119.99,Black,Case
YEYIAN Hollow 2500,ATX Mid Tower,,Black,Case
MSI MPG SEKIRA 500X,ATX Mid Tower,209.55,Black,Case
Raidmax X616,ATX Mid Tower,69.98,Black,Case
ENDORFY Arx 700 Air,ATX Mid Tower,,Black,Case
Corsair Carbide Series SPEC-01,ATX Mid Tower,,Black,Case
Cougar Duoface RGB,ATX Mid Tower,,Black,Case
Mars Gaming MC-400,MicroATX Mini Tower,,Black,Case
BitFenix Nova Mesh SE,ATX Mid Tower,67.9,White / Purple,Case
KOLINK STRONGHOLD,ATX Mid Tower,,White / Black,Case
KOLINK Void,ATX Mid Tower,,White / Black,Case
Fractal Design Pop Silent,ATX Mid Tower,115.75,Black,Case
Fractal Design Define 7 Light,ATX Mid Tower,219.82,Black,Case
Antec VSK3000B U3,MicroATX Mini Tower,,Black,Case
be quiet! Silent Base 802,ATX Mid Tower,149.9,White,Case
Corsair Obsidian Series 900D,ATX Full Tower,,Black,Case
Phanteks Eclipse P350X,ATX Mid Tower,,Black,Case
Antec CX200M RGB ELITE,ATX Mid Tower,,White,Case
Cooler Master MasterBox NR200P,Mini ITX Desktop,,Pink,Case
MOROVOL TW7-S2-BL,MicroATX Mid Tower,,Black,Case
Silverstone ML05B,HTPC,73.93,Black,Case
Thermaltake Ceres 330 ARGB,ATX Mid Tower,113.83,Blue,Case
Corsair 5000D,ATX Mid Tower,164.99,Black,Case
Deepcool CH510,ATX Mid Tower,,White / Black,Case
ENDORFY ARX 500 ARGB,ATX Mid Tower,,Black,Case
Gigabyte AORUS C700,ATX Full Tower,,Black,Case
Fractal Design Meshify 2 Compact Lite,ATX Mid Tower,212.5,Black,Case
Jonsbo N2,Mini ITX Desktop,148.0,White,Case
ADATA XPG STARKER AIR,ATX Mid Tower,69.99,Black,Case
Cougar PANZER MAX-G,ATX Full Tower,173.99,Black,Case
Phanteks Eclipse P600S,ATX Mid Tower,139.99,White,Case
Fractal Design Define R6,ATX Mid Tower,218.91,Black / White,Case
Cooler Master MasterBox Lite 3.1,MicroATX Mid Tower,91.49,Black / Red,Case
Corsair Obsidian Series 750D,ATX Full Tower,,Black,Case
NZXT H500i,ATX Mid Tower,,White,Case
GAMDIAS TALOS E3 MESH,ATX Mid Tower,,Black,Case
Silverstone FARA H1M,MicroATX Mini Tower,70.56,Black,Case
Apevia Prodigy,MicroATX Mini Tower,74.98,Pink,Case
Thermaltake S300 Tempered Glass Edition,ATX Mid Tower,104.98,Black,Case
Cooler Master Storm Trooper,ATX Full Tower,,Black,Case
Cooler Master Force 500,ATX Mid Tower,,Black,Case
be quiet! Pure Base 600,ATX Mid Tower,110.38,Black / Silver,Case
Fractal Design Meshify 2 Compact RGB,ATX Mid Tower,,Black,Case
Jonsbo D31 STD,MicroATX Mini Tower,,Black,Case
ADATA XPG INVADER,ATX Mid Tower,69.98,Black,Case
Lian Li LANCOOL 205 Mesh,ATX Mid Tower,195.0,Black,Case
Cooler Master CMP 520,ATX Mid Tower,,Black,Case
HYTE Persona 3 Reload Y60,ATX Mid Tower,,Black / Blue,Case
Raidmax ATX-818WB,MicroATX Mid Tower,,Black,Case
Fractal Design Core 1000,MicroATX Mini Tower,67.58,Black,Case
ENDORFY Ventum 200,ATX Mid Tower,,Black,Case
GameMax White Diamond ARGB,ATX Mid Tower,,White / Black,Case
be quiet! Dark Base 701,ATX Mid Tower,239.9,White,Case
KOLINK OBSERVATORY RGB,ATX Mid Tower,,Black,Case
Lian Li LANCOOL 206,ATX Mid Tower,,Black,Case
KOLINK BASTION RGB,ATX Mid Tower,,Black,Case
Rosewill CULLINAN,ATX Mid Tower,247.99,Black,Case
Cougar MX600 RGB,ATX Full Tower,,Black,Case
Corsair Graphite Series 780T,ATX Full Tower,,Black,Case
In Win B1 Pure,Mini ITX Desktop,128.0,White / Brown,Case
Fractal Design Torrent,ATX Mid Tower,314.04,Black,Case
Thermaltake The Tower 100,Mini ITX Tower,104.98,Green / Black,Case
GAMDIAS NESO P1,ATX Full Tower,137.32,Black / Red,Case
KOLINK Citadel Mesh RGB,MicroATX Mini Tower,,White,Case
DIYPC DIY D2 RGB,ATX Mid Tower,,Black,Case
NZXT H210i,Mini ITX Tower,,Black / Red,Case
Cooler Master MasterBox NR200P,Mini ITX Desktop,,Pink / White,Case
Lian Li O11 Dynamic Mini,ATX Mid Tower,,Black,Case
RAIJINTEK OPHION ELITE WHITE,Mini ITX Tower,79.9,White,Case
Fractal Design Define 7,ATX Mid Tower,302.49,White,Case
Deepcool CG540,ATX Mid Tower,,Black,Case
NZXT H400i,MicroATX Mini Tower,,Black,Case
Empire Gaming Diamond,ATX Mid Tower,,Black,Case
GameMax Infinity Mini,MicroATX Mini Tower,49.99,Black,Case
Lian Li Q58 (PCIe 3.0),Mini ITX Desktop,,White,Case
Enermax MarbleShell MS21 RGB,MicroATX Mid Tower,,Black,Case
NZXT Phantom 530,ATX Full Tower,,White,Case
Corsair Crystal 460X RGB,ATX Mid Tower,,Black,Case
HYTE Mori Calliope Y40,ATX Mid Tower,,Black / Red,Case
CiT MTX-008B,Mini ITX Desktop,,Black,Case
Thermaltake The Tower 200 Bumblebee,Mini ITX Tower,129.99,Yellow / Black,Case
Silverstone Sugo SG11,MicroATX Mini Tower,114.12,Black,Case
Lian Li PC-D8000,ATX Full Tower,,Black,Case
Phanteks Eclipse P400S,ATX Mid Tower,,White,Case
Antec P20CE,ATX Mid Tower,99.99,Black,Case
Mars Gaming MCV4,ATX Mid Tower,,Pink / Black,Case
Thermaltake CTE C750 Air ARGB,ATX Full Tower,175.74,White,Case
Antec NX416L,ATX Mid Tower,89.99,White,Case
Cougar PANZER EVO RGB,ATX Full Tower,190.99,Black,Case
Jonsbo T8 PLUS,Mini ITX Desktop,,Black,Case
Cooler Master Cosmos II,ATX Full Tower,,Black,Case
In Win BK623.BH300TB3,MicroATX Mini Tower,96.72,Black / Silver,Case
Phanteks Evolv Shift 2,Mini ITX Tower,,Black,Case
DAN Cases A4-SFXv4.1,Mini ITX Desktop,,Silver,Case
Mars Gaming MC-400,MicroATX Mini Tower,,White,Case
Thermaltake Core V71 TG,ATX Full Tower,254.33,Black,Case
Linkworld 920-01C2121U,HTPC,55.99,Black,Case
Fractal Design Define 7,ATX Mid Tower,217.24,Gray,Case
GAMDIAS ATHENA P1,ATX Mid Tower,89.99,Black,Case
Lian Li LANCOOL 205,ATX Mid Tower,,White,Case
Cooler Master Elite 130,Mini ITX Tower,,Black,Case
NZXT H710,ATX Mid Tower,,Black,Case
be quiet! Dark Base Pro 900 Rev. 2,ATX Full Tower,,Black / Orange,Case
Fractal Design Node 202,HTPC,,Black,Case
Geometric Future M4 King Arthur,ATX Mid Tower,,Black / Yellow,Case
Fractal Design Pop Silent,ATX Mid Tower,106.95,White,Case
SHARKOON VS9,ATX Mid Tower,,Black,Case
Apevia Genesis-BK,ATX Mid Tower,79.98,Black,Case
Lian Li ODYSSEY X,ATX Full Tower,395.0,Silver / Black,Case
Montech AIR 1000 LITE,ATX Mid Tower,,Black,Case
Cooler Master MasterCase Pro 5,ATX Mid Tower,,Black,Case
Corsair Carbide Series SPEC-06,ATX Mid Tower,,Black,Case
GALAX REV-06 RGB,ATX Mid Tower,,Black,Case
Jonsbo D300 4PCS,MicroATX Mid Tower,129.99,Black,Case
Silverstone FARA H1M,MicroATX Mini Tower,73.78,White,Case
KOLINK Inspire K8,ATX Mid Tower,,Black,Case
Montech SKY ONE LITE,ATX Mid Tower,116.59,Black,Case
Aerocool Cylon Mini,MicroATX Mini Tower,,Black,Case
Thermaltake Core X9,ATX Desktop,,Black,Case
Silverstone RVZ01B,Mini ITX Desktop,136.33,Black,Case
Fractal Design Define 7 Compact,ATX Mid Tower,117.98,Black,Case
Corsair Carbide Series 500R,ATX Mid Tower,,Black,Case
Silverstone SETA D1,ATX Mid Tower,157.05,Black,Case
Silverstone FARA R1 PRO V2,ATX Mid Tower,121.35,Black,Case
SHARKOON QB ONE,Mini ITX Desktop,210.56,Black,Case
Fractal Design Meshify 2 Lite,ATX Mid Tower,266.1,White / Black,Case
Phanteks Eclipse P200A Performance,Mini ITX Tower,,Black,Case
Zalman Z7 NEO,ATX Mid Tower,79.98,Black,Case
Cooler Master MasterBox 520 Mesh,ATX Mid Tower,161.03,White,Case
Vetroo M05,MicroATX Mid Tower,,Pink,Case
Apevia Genesis Pro,ATX Mid Tower,85.99,White,Case
GameMax Contac Turbo COC,ATX Mid Tower,68.99,Pink / White,Case
Vetroo K1,ATX Mid Tower,139.99,Silver,Case
GameMax MeshBox,ATX Mid Tower,,Black,Case
Thermaltake View 71 ARGB,ATX Full Tower,234.98,Black,Case
Antec NX260,ATX Mid Tower,115.9,Black,Case
Deepcool MACUBE 110,MicroATX Mini Tower,,Pink,Case
Cooler Master MasterBox K501L RGB,ATX Mid Tower,,Black,Case
Cooler Master MasterBox TD500 ARGB,ATX Mid Tower,,Black,Case
BitFenix Saber Mesh,ATX Mid Tower,152.39,White,Case
Fractal Design Define R6 USB-C,ATX Mid Tower,211.85,Black / White,Case
Jonsbo TK-2 2.0,ATX Mid Tower,176.0,White,Case
KOLINK Inspire K12 ARGB,ATX Mid Tower,,Black,Case
Fractal Design Define 7,ATX Mid Tower,443.98,Black / White,Case
SHARKOON Rebel C20 ITX,Mini ITX Desktop,329.39,Black,Case
Antec P120 Crystal,ATX Mid Tower,119.99,Black,Case
SSUPD Meshroom S w/PCIe 4.0 Riser,ATX Mini Tower,,Green,Case
Thermaltake The Tower 200,Mini ITX Tower,129.99,Green,Case
Vetroo AL600,ATX Mid Tower,,White,Case
Streacom DA6,Mini ITX Test Bench,,Black / Silver,Case
Thermaltake H200 TG Snow RGB Light Strip,ATX Mid Tower,,White,Case
Thermaltake Core P1,Mini ITX Tower,,Black,Case
Apex MW-100,Mini ITX Tower,,Black / White,Case
NZXT H700i,ATX Mid Tower,,Black / White,Case
KOLINK Unity Meshbay Performance,ATX Mid Tower,,Black,Case
In Win A3,MicroATX Mini Tower,95.0,Black,Case
Antec AX81 ELITE,ATX Mid Tower,,Black,Case
Asus TUF Gaming GT302 ARGB,ATX Mid Tower,,White,Case
Corsair Carbide Series 400C,ATX Mid Tower,,Black,Case
Cougar Panzer Max,ATX Full Tower,,Black,Case
ENDORFY Regnum 400 ARGB,ATX Mid Tower,,Black,Case
Silverstone DS380B,Mini ITX Tower,210.69,Black,Case
DIYPC Dragon-R-4LED,ATX Mid Tower,,Black / Red,Case
Zalman i3,ATX Mid Tower,,Black,Case
Apevia CRUSADER-F-PK,ATX Mid Tower,76.98,Pink,Case
Mars Gaming MCZW,MicroATX Mid Tower,,White / Black,Case
Corsair 5000D,ATX Mid Tower,164.99,White / Gray,Case
Phanteks Enthoo Pro M TG,ATX Mid Tower,,Black,Case
Cougar MG120,MicroATX Mini Tower,52.98,Black,Case
Asus TUF Gaming GT501 Demon Slayer Edition,ATX Mid Tower,269.0,Yellow / Black,Case
HYTE REVOLT 3,Mini ITX Tower,249.99,White,Case
Genesis Irid 503,ATX Mini Tower,,Black,Case
Corsair Carbide Series 300R,ATX Mid Tower,,Black,Case
Anidees AI CRYSTAL XL PRO,ATX Full Tower,,Black,Case
SHARKOON Rebel C70G RGB,ATX Mid Tower,,Brown / Black,Case
Gigabyte AORUS C300,ATX Mid Tower,151.99,Black,Case
In Win BQS656.DD120BL,Mini ITX Desktop,,Black,Case
DIYPC ARGB-Q3,MicroATX Mini Tower,,Pink,Case
AQIRYS Sargas,ATX Mid Tower,,Black / Blue,Case
SAMA IM01 Pro,MicroATX Mini Tower,79.98,White,Case
KOLINK KLA-002,ATX Mid Tower,94.08,Black,Case
DIYPC DIY-A1-BK,ATX Mid Tower,,Black,Case
Corsair iCUE 5000X RGB Neon Night,ATX Mid Tower,249.99,Black / Purple,Case
KOLINK Rocket V2,Mini ITX Tower,,Silver,Case
Cougar Cratus,ATX Mid Tower,435.99,Black,Case
Deepcool MATREXX 50 MESH 4FS,ATX Mid Tower,,Black,Case
Cooler Master MasterBox Pro 5 RGB,ATX Mid Tower,,Black,Case
Cooler Master HAF 932,ATX Full Tower,,Black,Case
Corsair Carbide Series Air 240,MicroATX Mid Tower,,Black,Case
Corsair Crystal 570X RGB,ATX Mid Tower,,White,Case
GameMax Centauri,MicroATX Mid Tower,,Black / Gray,Case
Aerocool Dryft Mini V2,MicroATX Mid Tower,,Black,Case
Apevia Matrix,ATX Mid Tower,59.99,Black,Case
Jonsbo D31 STD,MicroATX Mini Tower,,White,Case
Cooler Master MasterBox NR600 (w/ODD),ATX Mid Tower,,Black,Case
Montech SKY TWO GX,ATX Mid Tower,95.0,White,Case
Phanteks Enthoo 719,ATX Full Tower,169.99,Gray,Case
Vetroo AL-MESH-7C,ATX Mid Tower,,Black,Case
Thermaltake Ceres 500,ATX Mid Tower,149.99,White,Case
Silverstone ML04B,HTPC,118.21,Black,Case
Corsair Obsidian Series 450D,ATX Mid Tower,,Black,Case
Fractal Design Define R5,ATX Mid Tower,,Black,Case
Cougar Duoface RGB,ATX Mid Tower,79.99,White,Case
Silverstone ALTA G1M,MicroATX Mid Tower,158.0,,Case
Silverstone RVZ03,Mini ITX Desktop,145.87,Black,Case
In Win ModFree Deluxe,ATX Full Tower,249.0,Black,Case
be quiet! Pure Base 500,ATX Mid Tower,84.9,Gray,Case
Jonsbo D31 STD Screen,MicroATX Mini Tower,,White,Case
NZXT H710,ATX Mid Tower,,Black / Red,Case
Phanteks Eclipse P360A,ATX Mid Tower,,White,Case
Cooler Master MasterBox NR200P,Mini ITX Desktop,,Purple,Case
Cooler Master Elite 110,Mini ITX Tower,,Black,Case
NZXT H500i,ATX Mid Tower,,Black,Case
Topower TP-3030BB-450,MicroATX Mini Tower,,Black,Case
NZXT H630,ATX Full Tower,,White,Case
Corsair SPEC-OMEGA RGB,ATX Mid Tower,,White / Black,Case
NCASE M1,Mini ITX Tower,,Silver / Black,Case
Corsair iCUE 5000X RGB,ATX Mid Tower,,Black,Case
Thermaltake V150 Tempered Glass ARGB Breeze,MicroATX Mid Tower,96.87,Black,Case
Cooler Master MasterBox MB600L V2,ATX Mid Tower,85.67,Black,Case
Deepcool Quadstellar Infinity,ATX Mid Tower,350.4,Black,Case
Thermaltake The Tower 300 Bubble Pink,MicroATX Mini Tower,149.99,Pink / White,Case
Silverstone ML07B,HTPC,103.71,Black,Case
NZXT H7,ATX Mid Tower,,White / Black,Case
Thermaltake CTE C750 ARGB,ATX Full Tower,179.99,Black,Case
Deepcool SMARTER,MicroATX Mini Tower,,Black,Case
Cooler Master Cosmos C700M,ATX Full Tower,,Silver / White,Case
Fractal Design Define R4,ATX Mid Tower,,Black,Case
darkFlash DK352,ATX Mid Tower,,White,Case
KOLINK Rocket Heavy Vented,Mini ITX Desktop,,Black,Case
KOLINK Observatory Z Mesh,ATX Mid Tower,239.64,Black,Case
Montech KING 95,ATX Mid Tower,119.0,Red / Black,Case
SSUPD Meshlicious,Mini ITX Tower,,White,Case
NZXT H400,MicroATX Mini Tower,,White,Case
Corsair Vengeance C70,ATX Mid Tower,,Black,Case
Rosewill PRISM S500,ATX Mid Tower,,Black,Case
Enermax ENERPAZO EP237 RGB,ATX Mid Tower,,White,Case
Fractal Design Meshify 2 Compact Lite,ATX Mid Tower,128.84,White,Case
Aerocool AirHawk Duo,ATX Mid Tower,,Black,Case
Cooler Master MasterBox MB600L V2,ATX Mid Tower,,Black,Case
Cooler Master MasterBox TD500,ATX Mid Tower,,Black,Case
Corsair Crystal Series 280X,MicroATX Mid Tower,,Black,Case
Zalman M3 Plus,MicroATX Mini Tower,,Black,Case
Phanteks Enthoo EVOLV ATX,ATX Mid Tower,,Black,Case
Fractal Design Meshify 2 Compact RGB,ATX Mid Tower,254.41,White,Case
RAIJINTEK ASTERION CLASSIC,ATX Full Tower,99.9,Silver,Case
ADATA XPG Battlecruiser,ATX Mid Tower,109.99,White / Black,Case
SHARKOON VS9 RGB,ATX Mid Tower,71.73,White,Case
Cooler Master MasterBox NR200P,Mini ITX Desktop,,Orange,Case
Corsair Carbide Series 270R,ATX Mid Tower,,Black,Case
Anidees AI Crystal XL AR,ATX Full Tower,,Black,Case
SSUPD Meshroom S,ATX Mini Tower,,Green,Case
RAIJINTEK Metis Plus,Mini ITX Tower,80.53,Black,Case
Silverstone FARA 513 Type-C,ATX Mid Tower,86.79,Black,Case
Cooler Master CMP 510,ATX Mid Tower,99.99,Black,Case
Phanteks Evolv X,ATX Mid Tower,,Silver,Case
Deepcool Matrexx 55 V3,ATX Mid Tower,,Black,Case
Jonsbo D31 STD Screen,MicroATX Mini Tower,,Black,Case
Cooler Master MasterBox MB500,ATX Mid Tower,188.99,Black,Case
Fractal Design Meshify S2,ATX Mid Tower,,Black,Case
Cooler Master MasterBox 5,ATX Mid Tower,,Black,Case
SAMA Sama-3D,ATX Mid Tower,,Black,Case
GALAX REV-06 ARGB,ATX Mid Tower,,White,Case
Rosewill Legacy V3 Plus-B,Mini ITX Tower,90.0,Black,Case
GameMax Mini Abyss H608,MicroATX Mid Tower,68.99,Black,Case
BGears ‎b-BlackWidow-RGB,ATX Mid Tower,85.83,Black,Case
be quiet! Dark Base 900,ATX Full Tower,375.0,Black / Silver,Case
MSI MPG GUNGNIR 110M,ATX Mid Tower,,Black,Case
Deepcool MACUBE 310,ATX Mid Tower,115.31,White,Case
BitFenix NOVA MESH SE TG,ATX Mid Tower,,Black,Case
HYTE Y60 Ouro Kronii,ATX Mid Tower,,White / Black,Case
Fractal Design Ridge PCIe 3.0,Mini ITX Tower,,Black,Case
GameMax Silent Hill,MicroATX Mini Tower,,Black,Case
RAIJINTEK PAN Slim,Mini ITX Desktop,189.9,Black,Case
Montech SKY ONE LITE,ATX Mid Tower,79.9,White,Case
Thermaltake CTE C700 Air,ATX Mid Tower,155.36,Black,Case
NZXT H210,Mini ITX Tower,,Black / Red,Case
Cougar MX600 RGB,ATX Full Tower,179.47,White,Case
Enermax StarryKnight SK30 V2,ATX Mid Tower,101.99,Black,Case
RAIJINTEK Silenos Pro,ATX Mid Tower,59.99,Black,Case
Fractal Design Define 7,ATX Mid Tower,456.83,White,Case
Phanteks Evolv X,ATX Mid Tower,179.99,White,Case
Cooler Master MasterCase H500P Mesh,ATX Mid Tower,159.0,White,Case
Thermaltake S300 Tempered Glass Snow Edition,ATX Mid Tower,99.99,White,Case
DAN Cases A4-SFXv4,Mini ITX Desktop,,Black,Case
Antec C3 ARGB,ATX Mid Tower,,White,Case
NZXT H630,ATX Full Tower,,Black,Case
NZXT Phantom,ATX Full Tower,,White / Black,Case
Lian Li Lancool 170M,MicroATX Mini Tower,,Black,Case
Apevia Destiny Pro,ATX Mid Tower,89.99,Pink / Black,Case
be quiet! Shadow Base 800 DX,ATX Mid Tower,149.9,White,Case
Silverstone ML08,HTPC,136.47,Black,Case
NOX HUMMER HORUS,ATX Mid Tower,,Black,Case
BitFenix NOVA MESH SE TG,ATX Mid Tower,,White / Black,Case
Fractal Design Define Nano S,Mini ITX Desktop,,Black,Case
Corsair Carbide Series 100R,ATX Mid Tower,,Black,Case
Jonsbo Jonsplus i100 Pro,Mini ITX Desktop,,Black,Case
RAIJINTEK METIS EVO TGS,Mini ITX Desktop,74.99,White,Case
Vetroo M03,MicroATX Mini Tower,,Black,Case
In Win 301,MicroATX Mini Tower,69.98,White / Blue,Case
Silverstone FARA H1M PRO,MicroATX Mini Tower,92.36,White / Black,Case
Jonsbo MOD5,ATX Mid Tower,308.0,Gray,Case
Thermaltake Versa H25,ATX Mid Tower,,Black,Case
Silverstone RVZ02B,HTPC,107.99,Black,Case
be quiet! Dark Base Pro 900 Rev. 2,ATX Full Tower,,Silver / Black,Case
Thermaltake Core W100,ATX Full Tower,,Black,Case
Fractal Design Core 2500,ATX Mid Tower,,Black,Case
Thermaltake AH T200,MicroATX Mid Tower,134.98,Black,Case
SHARKOON REV 100,ATX Mid Tower,59.71,Black,Case
Cooler Master Masterbox 520,ATX Mid Tower,,Black,Case
ENDORFY ARX 500 Air,ATX Mid Tower,,Black,Case
Jonsbo BO 100,Mini ITX Desktop,229.99,Silver,Case
Zalman Z1,ATX Mid Tower,,Black,Case
BGears b-Voguish RGB,ATX Mid Tower,84.99,Black,Case
Phanteks Eclipse P500A D-RGB,ATX Mid Tower,,White / Black,Case
ENDORFY Regnum 400 Air,ATX Mid Tower,,Black,Case
Antec TORQUE,ATX Mid Tower,,White,Case
Zalman i3 Edge,ATX Mid Tower,,Black,Case
KOLINK Observatory MX Mesh ARGB,ATX Mid Tower,,Black / White,Case
In Win A1 Plus,Mini ITX Tower,,Black,Case
Cooler Master Elite 100,MicroATX Slim,,Black,Case
Corsair Graphite Series 780T,ATX Full Tower,,Black / White,Case
Cooler Master MasterBox Lite 5 RGB,ATX Mid Tower,,Black,Case
Xigmatek Aquarius Plus Queen,ATX Mid Tower,,Pink,Case
Antec P10 FLUX,ATX Mid Tower,84.99,Black,Case
Zalman M2 Mini Silver,Mini ITX Desktop,,Silver / Black,Case
GameMax Aero,ATX Mid Tower,69.49,Black / White,Case
Phanteks Enthoo Primo,ATX Full Tower,,Black / White,Case
Cougar Purity,MicroATX Mini Tower,,Black,Case
Fractal Design Meshify 2 Lite,ATX Mid Tower,263.47,Black,Case
Thermaltake View 71 TG,ATX Full Tower,,Black,Case
Cooler Master MasterBox MB511,ATX Mid Tower,,Black / Red,Case
Corsair Carbide Series SPEC-ALPHA,ATX Mid Tower,,Black / Red,Case
Tecware Nexus M,MicroATX Mid Tower,,Black,Case
NZXT H510i Rivals,ATX Mid Tower,148.9,Yellow / Black,Case
Thermaltake CTE C700 TG ARGB,ATX Mid Tower,109.63,Black,Case
Thermaltake Ceres 330 ARGB,ATX Mid Tower,109.99,Black,Case
Lian Li TU150,Mini ITX Desktop,,Silver,Case
Fractal Design Define 7 Compact,ATX Mid Tower,183.24,Black,Case
BitFenix Nova Mesh SE,ATX Mid Tower,,Black,Case
ADATA XPG DEFENDER,ATX Mid Tower,79.99,Black,Case
be quiet! Dark Base 900,ATX Full Tower,370.0,Black / Orange,Case
Zalman S4 Plus,ATX Mid Tower,,Black,Case
Aerocool Rift,ATX Mid Tower,,Black,Case
Fractal Design Meshify S2,ATX Mid Tower,,White / Black,Case
NZXT S340 Razer,ATX Mid Tower,,Black / Green,Case
Empire Gaming Warfare,ATX Mid Tower,,Black,Case
Antec P10C,ATX Mid Tower,176.87,Black,Case
Zalman R2,ATX Mid Tower,,White / Black,Case
Zalman Z3 Iceberg,ATX Mid Tower,59.99,Black,Case
Cougar Duoface Pro RGB,ATX Mid Tower,122.85,White,Case
SHARKOON REV300,ATX Full Tower,,Black,Case
Lian Li PC-A05N,ATX Mini Tower,,Black,Case
Rosewill THOR V2,ATX Full Tower,,Black,Case
Rosewill NAUTILUS,ATX Mid Tower,,Black / Blue,Case
Lian Li O11 Air Mini Glass,ATX Mid Tower,,White,Case
Apevia Genesis Pro,ATX Mid Tower,85.99,Pink,Case
Thermaltake The Tower 100,Mini ITX Tower,106.69,Turquoise / Black,Case
CiT S8,MicroATX Desktop,,Black / Silver,Case
ADATA XPG CRUISER,ATX Mid Tower,89.99,Black,Case
Thermaltake Divider 370 TG ARGB,ATX Mid Tower,93.99,Black,Case
Thermaltake Core P90,ATX Mid Tower,184.98,Black,Case
Fractal Design Node 202,HTPC,,Black,Case
Raidmax Simplex ATX-618B,MicroATX Mid Tower,,Black,Case
Cooler Master Storm Enforcer,ATX Mid Tower,,Black,Case
NZXT Noctis 450,ATX Mid Tower,,Black / Red,Case
Apevia Genesis Pro,ATX Mid Tower,83.99,Black,Case
ADATA XPG INVADER,ATX Mid Tower,69.98,White,Case
KOLINK Void Rift,ATX Mid Tower,,Black,Case
Chieftec BE-10B-300,MicroATX Mini Tower,,Black,Case
Cooler Master MasterBox K501L,ATX Mid Tower,,Black,Case
Thermaltake Level 20 XT,ATX Desktop,,Black / Silver,Case
NZXT S340,ATX Mid Tower,,Black / Red,Case
Corsair Carbide Series 88R,MicroATX Mid Tower,,Black,Case
Corsair Carbide Series 400C,ATX Mid Tower,,White,Case
"BitFenix BitFenix Neos Window Side Panel Computer Case, White/Red BFC-NEO-100-WWWKR-RP, ATX/Micro ATX/Mini-ITX Form Factor, Compatible with ATX PSU",ATX Mid Tower,,White / Red,Case
Montech X1,ATX Mid Tower,,White,Case
darkFlash DLX21 Mesh,ATX Mid Tower,,White,Case
GAMDIAS ATHENA M6,ATX Mid Tower,,Black,Case
Cougar MX330-F,ATX Mid Tower,74.9,Black,Case
Silverstone SG13,Mini ITX Tower,68.69,Black,Case
Thermaltake View 31 TG,ATX Mid Tower,79.98,Black,Case
Jonsbo TK-3,ATX Mid Tower,132.0,Black,Case
Silverstone FARA 312Z,MicroATX Mini Tower,84.7,Black,Case
Jonsbo D41 STD,ATX Mid Tower,,Black,Case
CiT SO14B,MicroATX Desktop,,Black,Case
Thermaltake Core P6,ATX Mid Tower,234.98,Blue / Black,Case
Vetroo AL600,ATX Mid Tower,,Black,Case
Lian Li LANCOOL 205 Mesh,ATX Mid Tower,195.0,White / Black,Case
NOX Hummer ZX,ATX Mid Tower,,Black,Case
